visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_yoast,heavy_plugin_revslider,heavy_plugin_gravityforms,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
148901,863948,51.92,08:15,17:15,96.0,100.0,97.0,100.0,64.28,83.94,1027.81,3098.19,400.89,49,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.2,non,non,performance,86.3636
128018,673194,34.59,08:45,16:00,62.45,73.46,69.46,78.61,37.14,51.41,545.1,2370.85,309.49,34,,0,0,0,0,0,0,8.3,non,non,small,62.3102
5252,31823,58.53,12:30,21:00,30.45,59.98,51.78,64.88,9.23,16.05,267.36,138.45,141.28,63,yoast,0,0,0,1,0,0,8.3,oui,oui,performance,43.7598
35129,71323,58.75,11:15,17:15,34.03,45.82,42.0,57.35,33.02,37.46,210.13,270.16,117.68,21,elementor,0,1,0,0,0,0,8.0,oui,oui,medium,38.2306
123260,566324,51.13,06:00,21:30,45.63,55.44,46.71,59.48,12.64,25.77,316.22,2042.52,244.76,6,,0,0,0,0,0,0,8.3,oui,oui,performance,54.7746
8792,14390,3.38,12:00,16:45,33.17,53.41,53.85,70.08,45.43,67.36,260.95,69.07,125.22,62,"elementor,yoast,revslider",0,1,0,1,1,0,8.2,oui,non,performance,40.1357
128358,493938,50.06,09:15,23:15,57.61,81.2,62.29,76.31,52.9,69.49,419.85,1805.39,285.74,21,yoast,0,0,0,1,0,0,8.1,oui,oui,performance,65.5499
42243,243536,61.53,12:00,19:00,67.16,78.05,85.54,94.01,60.12,69.68,455.46,877.29,210.62,68,,0,0,0,0,0,0,8.0,non,oui,performance,63.7661
137652,694546,22.15,10:00,23:30,54.07,64.77,66.31,75.94,54.85,70.59,227.08,2490.06,349.69,41,,0,0,0,0,0,0,8.1,oui,oui,medium,59.9327
44074,189056,26.89,12:00,20:30,30.16,46.86,51.61,71.04,46.49,66.07,230.86,711.67,220.57,63,elementor,0,1,0,0,0,0,8.3,oui,oui,medium,43.2739
65176,317936,77.94,08:15,23:00,39.99,66.91,42.83,61.82,69.25,82.9,399.6,1207.15,182.31,10,yoast,0,0,0,1,0,0,8.3,oui,non,medium,49.2366
99305,210370,21.44,12:15,21:30,47.2,61.48,68.66,82.51,64.77,83.08,365.04,762.01,313.45,66,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.3,oui,oui,small,57.27
18985,116439,71.14,08:15,17:00,47.6,66.18,66.92,80.82,33.06,54.16,380.67,425.96,163.04,65,yoast,0,0,0,1,0,0,8.0,oui,non,performance,48.4236
83577,194408,9.81,06:00,18:30,40.85,49.69,54.36,68.64,58.34,66.11,246.02,702.76,239.24,38,"woocommerce,revslider",1,0,0,0,1,0,8.3,oui,oui,small,45.1146
75777,157991,78.24,08:30,23:45,41.25,55.94,47.05,55.11,75.22,96.28,267.03,612.65,232.16,16,"yoast,revslider",0,0,0,1,1,0,8.2,oui,oui,small,44.9558
117596,228373,81.74,11:30,21:15,78.6,97.67,96.16,100.0,32.5,37.82,609.76,805.08,402.34,71,yoast,0,0,0,1,0,0,8.2,non,oui,medium,78.4767
149417,920701,42.57,09:30,18:15,64.66,93.67,63.71,81.73,53.7,59.09,555.94,3262.97,303.7,8,elementor,0,1,0,0,0,0,7.4,oui,oui,performance,68.0181
99664,363030,17.08,07:45,19:15,44.38,59.88,51.6,74.16,75.72,99.08,317.9,1313.66,266.14,23,,0,0,0,0,0,0,8.2,oui,non,medium,48.3611
61407,247178,37.56,10:00,16:30,39.18,49.06,46.3,71.48,56.43,73.16,298.3,882.55,153.58,21,wpml,0,0,1,0,0,0,8.1,oui,oui,performance,46.0974
60988,195700,61.39,06:00,15:15,48.61,68.98,48.11,68.66,48.03,60.58,402.27,702.75,143.17,1,"wpml,yoast",0,0,1,1,0,0,8.0,non,oui,small,48.6286
62723,84335,33.83,08:30,19:00,57.87,76.34,74.79,98.62,49.0,66.07,538.76,322.95,259.74,66,"woocommerce,elementor",1,1,0,0,0,0,8.1,non,non,medium,63.0204
122113,189679,10.56,09:45,20:00,39.74,56.29,55.85,68.4,31.33,53.46,265.5,677.69,300.41,50,wpml,0,0,1,0,0,0,8.0,oui,oui,small,52.0101
48216,61886,63.59,09:15,22:15,56.16,68.19,72.53,87.9,54.23,75.2,516.18,265.09,225.71,61,"woocommerce,wpml",1,0,1,0,0,0,7.4,oui,non,performance,60.2785
25087,101769,23.18,12:15,23:00,31.54,43.21,41.79,63.37,47.49,63.04,240.94,383.32,94.46,28,yoast,0,0,0,1,0,0,8.3,non,oui,medium,35.9862
50177,111667,20.35,06:00,15:00,32.43,55.33,48.73,65.29,91.72,100.0,336.76,430.46,164.25,50,"woocommerce,elementor,yoast",1,1,0,1,0,0,7.4,oui,oui,medium,45.2671
3455,11509,25.01,06:00,19:00,21.4,46.0,27.12,53.17,40.36,59.02,149.46,42.06,9.32,7,,0,0,0,0,0,0,8.3,oui,oui,small,23.0182
15966,58111,53.72,09:15,17:45,43.75,70.1,67.84,91.14,56.94,74.02,325.37,222.09,184.95,75,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,oui,performance,55.8404
13552,54515,34.65,06:00,21:45,32.44,54.71,46.86,70.04,43.36,64.14,238.41,226.01,104.95,39,"woocommerce,wpml,revslider",1,0,1,0,1,0,8.1,oui,oui,small,37.2356
115745,686584,65.99,09:15,17:45,43.34,58.95,44.09,59.26,35.07,51.11,409.91,2469.88,246.31,6,"woocommerce,elementor,gravityforms",1,1,0,0,0,1,7.4,oui,oui,small,51.0133
108368,154873,44.6,08:45,15:45,44.18,57.96,58.02,72.59,87.35,100.0,462.38,590.56,306.59,46,"elementor,wpml,yoast",0,1,1,1,0,0,7.4,oui,oui,small,55.9196
104531,399247,12.35,11:30,20:15,68.69,78.95,70.44,94.64,58.98,75.88,693.8,1437.11,239.38,25,woocommerce,1,0,0,0,0,0,8.0,non,non,performance,66.1927
69308,131607,59.38,07:45,16:30,37.31,51.67,56.22,72.64,46.85,57.05,372.2,480.02,224.16,63,"elementor,yoast",0,1,0,1,0,0,8.3,oui,non,medium,49.0248
107573,657330,59.35,11:30,19:45,43.13,52.24,48.54,67.44,71.66,76.84,375.15,2396.98,264.8,20,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,oui,medium,57.1985
24232,146907,78.96,11:15,23:45,39.89,69.02,60.66,86.53,75.51,96.72,283.96,505.88,164.21,63,"elementor,yoast,revslider",0,1,0,1,1,0,8.1,oui,oui,small,51.8963
135099,262317,49.52,09:15,17:45,53.8,85.14,76.26,95.68,57.73,70.91,507.14,964.93,429.64,77,woocommerce,1,0,0,0,0,0,8.2,oui,non,small,67.592
75182,136981,84.08,06:30,16:00,91.82,100.0,97.0,100.0,59.21,71.87,746.75,483.84,275.23,67,"woocommerce,elementor,revslider",1,1,0,0,1,0,8.0,non,non,medium,78.9771
140711,250790,16.48,12:45,18:00,69.23,85.22,75.26,92.29,61.89,77.96,778.39,920.77,362.89,42,"woocommerce,elementor,revslider",1,1,0,0,1,0,8.1,non,non,medium,69.2631
22889,39365,30.85,10:45,21:00,39.74,69.96,47.64,64.51,42.44,64.61,116.41,140.58,106.06,18,,0,0,0,0,0,0,7.4,oui,non,small,36.1341
74625,152079,55.54,10:00,16:15,58.92,73.85,62.06,74.97,57.32,73.36,651.75,542.6,179.43,26,"wpml,revslider",0,0,1,0,1,0,8.3,non,non,performance,62.8865
104463,211553,6.5,12:00,15:00,31.73,48.11,51.39,75.1,53.2,76.32,310.11,742.86,329.58,61,"woocommerce,wpml",1,0,1,0,0,0,8.3,oui,oui,medium,50.1395
74369,153687,22.67,11:45,19:15,52.14,79.04,52.65,79.01,48.15,58.06,497.33,543.57,187.69,9,"elementor,yoast",0,1,0,1,0,0,8.1,non,non,medium,49.6634
66951,133061,46.46,07:00,15:00,36.35,56.74,54.03,68.12,46.32,58.48,332.27,488.78,245.56,56,"woocommerce,elementor",1,1,0,0,0,0,8.0,oui,oui,medium,51.6747
24973,79987,83.0,06:00,16:45,73.59,92.45,79.95,95.73,43.71,53.18,674.43,276.33,128.04,39,"yoast,gravityforms",0,0,0,1,0,1,7.4,non,non,performance,65.1326
57184,145570,82.42,11:15,18:15,54.56,65.43,56.53,79.01,50.24,57.89,314.18,499.14,168.65,11,elementor,0,1,0,0,0,0,8.1,oui,non,performance,56.4552
35853,122277,32.02,07:00,15:15,40.14,54.71,56.56,68.16,75.25,98.28,395.81,450.64,166.05,50,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,non,medium,47.354
45262,268713,21.87,10:00,16:30,32.58,61.72,42.52,59.88,37.65,57.16,231.24,1016.28,157.82,28,yoast,0,0,0,1,0,0,8.3,non,oui,small,36.7219
102571,314423,59.4,10:00,21:45,58.87,68.99,74.56,87.0,96.0,100.0,406.0,1117.24,294.2,51,"woocommerce,elementor",1,1,0,0,0,0,8.0,oui,oui,small,63.5223
94561,257046,77.58,07:00,23:00,60.29,86.88,75.22,84.9,51.59,60.96,497.56,937.49,259.93,55,yoast,0,0,0,1,0,0,8.1,oui,non,medium,64.0108
91099,550791,34.45,11:00,22:45,72.83,84.34,90.36,100.0,59.55,68.07,658.29,1992.59,276.62,72,"elementor,yoast,revslider",0,1,0,1,1,0,8.1,non,non,small,69.2168
54304,157727,56.56,06:30,20:15,46.18,57.55,60.77,77.15,28.71,46.83,332.48,597.87,199.9,44,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,oui,medium,53.2652
143956,265833,5.69,10:30,20:00,45.46,57.24,51.22,79.03,63.37,84.29,279.19,977.2,286.54,15,,0,0,0,0,0,0,8.3,oui,oui,small,49.2351
13193,59112,2.79,10:45,15:45,39.78,48.78,64.12,91.33,65.84,85.07,337.5,226.67,149.66,77,"wpml,yoast",0,0,1,1,0,0,8.0,non,non,small,41.1788
51421,138503,8.2,06:45,22:15,23.51,44.4,26.59,35.46,31.29,42.35,294.96,521.67,140.63,6,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,oui,performance,34.1715
17745,70195,39.86,09:00,23:45,44.93,66.25,62.03,79.11,45.53,68.1,213.56,272.67,128.92,51,,0,0,0,0,0,0,8.2,non,oui,medium,47.6481
50874,268122,21.54,12:00,22:00,34.7,65.95,48.96,59.39,46.35,61.88,239.97,987.81,189.34,39,,0,0,0,0,0,0,8.3,oui,oui,medium,40.464
144287,605647,49.98,10:15,20:45,57.94,89.8,57.09,81.95,62.61,72.21,476.3,2167.67,329.2,5,elementor,0,1,0,0,0,0,8.3,non,oui,small,62.687
54971,301596,42.96,12:15,16:45,42.55,66.57,65.44,76.46,83.68,90.49,408.19,1108.2,270.18,76,"woocommerce,wpml",1,0,1,0,0,0,8.1,oui,non,medium,52.5417
136292,412544,74.65,07:00,19:00,58.65,66.74,79.03,100.0,82.35,99.38,543.65,1447.85,360.23,72,"elementor,yoast",0,1,0,1,0,0,8.1,oui,oui,medium,71.5706
74285,155552,52.34,12:45,20:45,37.88,60.37,59.73,81.69,42.0,57.17,268.64,573.06,240.68,67,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,oui,small,51.1026
104971,345536,50.01,09:15,19:15,36.0,51.36,51.92,70.23,63.66,69.16,346.62,1254.71,298.51,50,,0,0,0,0,0,0,8.3,oui,oui,medium,54.2606
68640,232224,32.89,10:15,22:45,34.79,44.41,45.09,57.79,25.59,42.73,340.77,852.08,199.35,32,"yoast,revslider",0,0,0,1,1,0,7.4,oui,oui,medium,42.1876
39917,199370,35.18,10:00,19:30,39.86,70.85,51.88,79.04,48.91,59.5,295.7,716.76,110.96,34,"elementor,wpml",0,1,1,0,0,0,8.3,oui,non,small,44.6581
114646,554915,24.19,08:30,23:00,58.58,69.4,77.99,97.09,33.4,44.72,551.09,1992.97,331.41,72,woocommerce,1,0,0,0,0,0,8.2,oui,non,performance,70.2821
145378,412824,30.29,06:30,18:00,31.14,39.55,47.63,73.04,61.47,78.01,439.09,1516.9,384.68,54,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.2,oui,oui,small,56.2401
39565,242352,71.75,06:15,23:45,33.21,42.16,39.45,62.58,28.15,49.2,302.53,898.65,135.62,16,,0,0,0,0,0,0,8.2,oui,non,small,34.715
116824,310824,37.52,07:30,17:30,55.78,87.41,67.55,80.42,58.44,66.35,552.1,1104.25,335.88,48,"woocommerce,wpml",1,0,1,0,0,0,8.2,oui,non,performance,64.8664
39208,254117,17.65,06:45,16:30,30.12,47.91,32.82,54.64,45.72,67.59,165.55,906.8,82.13,1,elementor,0,1,0,0,0,0,8.2,oui,oui,medium,33.2435
107548,147697,2.3,09:45,17:30,37.7,48.01,47.57,73.13,72.0,94.67,346.79,564.56,272.26,30,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.2,oui,oui,medium,47.8209
118362,564684,6.01,06:45,21:45,47.35,70.54,61.35,79.17,56.53,75.4,365.99,2051.78,316.62,46,,0,0,0,0,0,0,8.2,oui,oui,performance,56.8504
67432,302575,51.74,06:15,18:00,36.29,45.19,39.06,57.66,64.26,86.48,258.89,1135.23,156.69,6,elementor,0,1,0,0,0,0,8.1,oui,oui,medium,43.6884
110551,475383,16.54,10:30,23:30,61.11,80.54,76.21,89.52,59.31,64.15,590.76,1737.59,348.42,66,elementor,0,1,0,0,0,0,8.1,non,non,medium,67.3752
40872,217824,67.52,10:45,16:15,37.89,59.33,45.18,67.64,35.94,58.36,197.82,774.85,124.53,22,elementor,0,1,0,0,0,0,8.2,oui,non,medium,45.1471
11934,51693,28.56,07:45,20:30,47.41,60.08,72.33,91.06,42.35,63.03,275.52,205.07,152.32,77,elementor,0,1,0,0,0,0,8.2,non,oui,medium,48.9145
14503,64285,10.41,09:00,21:00,32.27,42.0,41.8,57.6,47.33,59.28,242.26,250.08,91.27,23,"woocommerce,revslider,gravityforms",1,0,0,0,1,1,8.2,oui,non,small,29.2102
67081,392423,35.03,06:45,23:45,35.36,50.49,44.46,53.55,16.64,30.31,271.88,1400.5,178.63,28,yoast,0,0,0,1,0,0,8.0,oui,non,small,39.498
135396,296481,25.32,10:45,15:15,63.01,89.11,68.01,83.54,33.18,52.34,537.06,1068.82,303.78,26,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,non,performance,65.0922
19180,77010,70.85,11:00,22:30,40.54,55.22,52.66,74.49,51.49,58.02,364.89,305.96,116.73,39,"woocommerce,wpml",1,0,1,0,0,0,8.3,oui,non,performance,47.574
68394,340201,81.25,10:30,22:00,40.3,48.52,59.64,80.23,39.94,50.7,434.75,1256.82,259.05,61,"woocommerce,wpml,yoast,revslider",1,0,1,1,1,0,8.3,oui,oui,small,52.6673
105620,299089,0.41,07:00,18:45,43.08,71.7,48.0,72.3,44.25,51.18,258.48,1074.25,254.74,13,,0,0,0,0,0,0,8.3,oui,oui,performance,47.5245
30394,71829,84.79,11:00,15:00,39.96,55.61,59.93,81.77,67.54,83.62,381.46,275.31,204.5,63,yoast,0,0,0,1,0,0,7.4,oui,oui,medium,53.635
108257,203867,71.86,08:00,23:30,60.5,89.95,60.6,82.2,32.27,55.94,397.3,730.19,231.08,6,yoast,0,0,0,1,0,0,8.1,oui,non,medium,55.9738
45928,119056,22.74,07:00,22:30,40.78,63.55,41.91,61.39,30.28,48.43,265.23,433.34,118.14,4,yoast,0,0,0,1,0,0,8.1,non,non,medium,41.7958
121309,573817,0.88,12:15,23:15,41.83,63.95,46.28,60.13,54.86,64.66,344.55,2056.2,248.5,16,woocommerce,1,0,0,0,0,0,8.1,oui,oui,performance,52.7506
86904,387532,24.52,07:30,17:15,54.65,66.97,66.85,87.89,45.24,60.46,536.81,1429.52,256.39,50,elementor,0,1,0,0,0,0,8.1,non,oui,performance,59.8593
82059,173168,69.24,12:00,16:30,48.76,69.01,73.93,88.71,77.22,86.95,344.57,677.5,321.11,78,yoast,0,0,0,1,0,0,8.3,oui,oui,small,61.8708
26557,100999,83.7,06:15,19:15,33.66,63.37,36.87,52.32,11.93,21.3,216.46,390.46,61.37,8,yoast,0,0,0,1,0,0,8.3,non,oui,small,38.9919
69508,162160,43.4,08:30,19:45,43.42,55.48,44.17,68.84,48.09,65.28,471.35,606.58,94.25,4,"woocommerce,wpml,yoast,revslider",1,0,1,1,1,0,8.2,oui,non,medium,44.4488
128500,791644,45.28,08:15,15:30,52.41,77.38,56.03,73.49,55.16,65.39,511.17,2870.33,263.27,20,"woocommerce,yoast",1,0,0,1,0,0,7.4,oui,non,small,58.3208
2977,14997,25.9,10:30,23:30,43.66,63.14,53.63,69.14,32.27,40.66,301.21,65.67,69.61,27,"woocommerce,elementor,yoast",1,1,0,1,0,0,7.4,oui,non,medium,37.9006
113790,241080,65.91,12:30,19:15,75.91,100.0,94.34,100.0,29.93,43.56,619.16,865.58,356.74,77,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.3,non,non,small,74.6352
73940,202261,78.53,06:45,17:45,37.43,55.03,48.78,61.69,41.85,52.7,379.61,756.18,204.85,37,elementor,0,1,0,0,0,0,8.2,oui,non,small,48.1013
107934,617525,20.76,06:45,22:00,51.62,78.83,58.7,79.57,75.75,82.35,460.08,2202.46,292.7,31,"elementor,yoast",0,1,0,1,0,0,8.2,non,oui,medium,56.1894
99512,413248,75.47,11:45,22:30,55.3,68.01,57.36,66.55,57.72,65.27,428.64,1498.28,232.48,15,"woocommerce,elementor",1,1,0,0,0,0,8.1,non,oui,small,55.4946
64842,200138,36.44,11:15,16:30,59.78,76.59,81.96,100.0,61.45,81.46,432.11,733.43,264.41,75,elementor,0,1,0,0,0,0,7.4,oui,non,medium,60.8434
46334,202555,67.61,11:45,23:45,68.69,81.53,86.69,100.0,23.64,42.05,639.64,753.68,219.32,75,yoast,0,0,0,1,0,0,8.2,non,non,performance,65.939
94115,307215,83.35,10:15,21:30,45.66,76.73,64.28,74.8,66.45,81.97,423.96,1113.63,286.66,64,,0,0,0,0,0,0,8.2,oui,oui,performance,66.3354
21076,127100,27.68,12:45,21:15,37.2,66.14,56.13,83.91,63.74,84.1,370.67,497.17,163.52,62,wpml,0,0,1,0,0,0,8.2,non,non,medium,47.0258
87636,510897,75.13,10:45,20:15,62.4,93.37,81.61,92.93,40.77,62.67,486.55,1839.33,311.36,69,"elementor,yoast",0,1,0,1,0,0,8.2,oui,non,medium,65.507
14249,29211,48.52,08:00,19:30,22.82,41.6,36.81,56.18,55.84,60.64,242.44,119.07,95.84,38,"elementor,yoast",0,1,0,1,0,0,8.0,oui,oui,small,33.433
97495,467047,50.55,08:15,21:15,43.13,55.13,51.59,79.27,88.52,99.38,460.99,1692.64,260.35,33,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.2,oui,non,medium,54.6579
94330,531947,82.44,12:30,16:15,46.53,61.93,45.36,69.52,57.33,75.9,482.23,1913.07,195.9,1,"woocommerce,elementor,yoast,gravityforms",1,1,0,1,0,1,8.2,oui,non,small,53.0446
12712,29486,72.6,10:45,21:30,47.87,77.96,71.01,92.78,61.44,76.18,329.8,114.85,171.57,76,"woocommerce,yoast,gravityforms",1,0,0,1,0,1,7.4,oui,oui,performance,57.9717
113636,661248,54.74,10:00,15:00,53.83,78.61,67.92,88.82,64.08,74.74,471.87,2344.0,311.24,55,elementor,0,1,0,0,0,0,8.1,non,oui,small,61.7989
62400,213636,77.02,09:00,15:00,34.3,57.96,37.29,48.19,42.94,52.4,449.57,793.27,148.02,11,"woocommerce,elementor,wpml,yoast",1,1,1,1,0,0,8.0,oui,oui,medium,48.3099
118044,334177,40.88,08:00,22:15,53.06,75.55,53.15,69.92,51.67,63.77,364.63,1238.25,252.47,5,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.0,oui,non,small,58.7421
6290,40353,11.25,09:15,15:30,26.64,50.77,41.16,51.07,95.12,100.0,178.42,137.46,107.36,40,woocommerce,1,0,0,0,0,0,8.0,non,oui,medium,33.2327
26959,130654,6.35,11:00,18:00,24.99,39.09,36.79,60.92,48.25,59.22,183.94,480.22,131.11,29,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,oui,small,29.289
74124,203076,3.2,08:45,16:15,38.77,62.99,54.92,79.02,29.56,42.3,294.37,724.42,249.65,50,elementor,0,1,0,0,0,0,8.3,non,oui,small,43.6234
28274,113304,75.42,06:30,17:00,26.24,40.53,36.74,54.33,58.61,63.32,255.27,399.84,108.39,28,yoast,0,0,0,1,0,0,8.1,oui,oui,small,37.6922
49513,228273,53.57,08:00,23:00,40.99,71.4,51.04,75.0,46.91,55.82,417.11,869.45,173.67,34,"elementor,yoast,revslider",0,1,0,1,1,0,8.2,non,oui,small,48.9873
99107,492886,12.97,12:15,15:15,68.5,87.79,81.95,100.0,56.54,75.12,590.85,1760.44,285.1,58,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.0,non,non,small,68.997
21721,50170,28.09,12:30,18:15,34.25,60.54,50.4,66.07,43.51,55.23,301.31,203.01,147.08,47,"woocommerce,elementor,yoast,gravityforms",1,1,0,1,0,1,8.1,oui,oui,medium,45.2346
101672,454268,23.71,09:30,22:15,68.88,77.58,68.23,84.12,22.07,35.5,638.71,1617.18,209.37,11,"elementor,wpml,yoast,gravityforms",0,1,1,1,0,1,7.4,non,oui,medium,60.1078
15555,88515,41.47,12:30,21:30,40.19,55.01,51.15,69.0,66.38,85.82,386.87,335.13,110.95,33,"woocommerce,elementor,revslider,gravityforms",1,1,0,0,1,1,8.0,oui,oui,performance,47.9946
26319,143685,58.08,10:30,20:15,44.73,63.08,67.78,84.66,66.44,89.77,341.3,527.12,180.18,73,"elementor,wpml,yoast,revslider",0,1,1,1,1,0,8.0,oui,oui,medium,53.7462
88167,243310,64.2,12:15,20:45,53.82,80.38,59.01,78.9,79.21,100.0,369.5,860.58,232.73,19,"elementor,wpml",0,1,1,0,0,0,7.4,oui,oui,medium,62.367
119033,754909,15.13,10:45,17:30,60.49,77.17,68.64,90.02,42.62,48.04,578.77,2744.46,300.54,39,"woocommerce,yoast",1,0,0,1,0,0,8.2,non,non,small,57.8531
25630,32466,12.4,10:15,19:30,36.91,50.32,38.97,49.24,25.27,44.62,351.79,156.9,52.01,5,"elementor,wpml,yoast,gravityforms",0,1,1,1,0,1,8.3,non,oui,performance,37.4298
45034,239976,25.22,10:30,15:00,41.92,70.67,52.29,80.04,45.72,65.67,420.75,866.92,192.08,32,yoast,0,0,0,1,0,0,8.2,non,oui,medium,42.4513
138772,399759,19.84,11:30,23:30,43.42,71.41,44.69,71.75,64.26,85.55,348.87,1451.5,304.2,6,,0,0,0,0,0,0,8.2,oui,oui,performance,57.4781
148454,918690,80.46,08:00,17:00,48.67,75.44,48.88,68.9,61.1,66.83,549.14,3307.29,296.19,10,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.2,oui,non,small,64.1391
87180,502470,66.65,11:15,16:00,58.85,71.74,60.1,80.86,64.73,86.47,474.16,1829.36,208.75,15,"yoast,revslider,gravityforms",0,0,0,1,1,1,8.1,oui,non,performance,61.5999
67083,393787,72.79,09:15,15:00,58.77,87.1,78.44,97.65,43.82,53.24,489.93,1455.15,253.64,68,yoast,0,0,0,1,0,0,8.2,non,oui,small,60.8623
52063,131974,0.4,10:30,19:45,37.06,68.2,60.54,71.11,73.08,80.57,284.16,484.41,237.3,70,elementor,0,1,0,0,0,0,8.2,oui,non,small,43.6368
91887,498119,79.03,09:30,18:15,50.85,59.32,62.21,72.01,63.28,71.5,428.7,1817.76,237.09,41,"woocommerce,elementor",1,1,0,0,0,0,8.3,oui,oui,performance,62.257
88658,262699,38.04,11:15,23:45,55.24,67.18,57.37,83.56,51.09,62.01,572.38,950.78,208.56,17,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.3,non,oui,performance,57.4573
44248,157974,40.98,07:30,23:15,25.4,45.02,37.16,60.34,54.01,72.7,298.17,555.1,174.8,35,"elementor,yoast",0,1,0,1,0,0,7.4,oui,oui,medium,39.989
3469,20789,23.87,11:45,19:30,28.67,49.85,37.76,53.46,50.8,61.27,297.06,79.87,56.8,22,"woocommerce,elementor,revslider,gravityforms",1,1,0,0,1,1,8.3,oui,non,small,28.3586
22767,114253,19.37,12:15,19:45,21.3,41.99,28.83,50.1,61.35,74.81,233.95,409.19,107.43,16,"elementor,wpml",0,1,1,0,0,0,8.0,oui,oui,small,27.3479
143786,660697,16.65,10:15,18:15,54.61,72.35,74.13,85.79,70.93,80.0,409.25,2402.87,400.73,70,wpml,0,0,1,0,0,0,8.1,oui,oui,performance,71.5945
62752,118197,3.85,12:30,23:00,54.61,73.45,67.77,81.1,71.85,77.48,448.52,445.91,233.29,50,"wpml,gravityforms",0,0,1,0,0,1,8.0,non,non,medium,54.7659
72371,293312,11.0,12:30,23:45,22.61,43.77,33.57,59.61,59.1,79.64,179.74,1043.23,204.67,30,,0,0,0,0,0,0,8.1,oui,oui,medium,38.9536
70093,129996,3.27,09:15,22:00,29.23,40.84,44.47,63.41,38.2,55.01,319.36,507.87,224.14,44,woocommerce,1,0,0,0,0,0,8.3,oui,non,small,35.5783
117421,187594,30.53,09:15,22:30,62.34,74.25,83.79,100.0,46.53,54.68,558.86,692.26,386.75,79,wpml,0,0,1,0,0,0,8.2,non,oui,medium,68.2704
9790,60863,15.82,10:15,18:00,31.81,55.69,53.25,62.54,26.47,42.97,277.79,223.4,103.22,65,"woocommerce,elementor",1,1,0,0,0,0,8.2,non,oui,medium,39.5816
12455,54051,63.92,09:45,16:15,34.06,50.2,53.53,62.2,82.25,97.2,217.04,230.04,138.19,57,"woocommerce,revslider,gravityforms",1,0,0,0,1,1,8.1,oui,oui,small,40.5417
41413,51044,71.24,12:15,20:30,46.46,61.73,61.11,85.95,86.95,100.0,442.91,190.87,138.95,54,yoast,0,0,0,1,0,0,8.2,non,oui,performance,56.149
73024,269155,59.7,08:15,17:15,49.71,72.98,55.49,68.05,52.79,64.65,418.0,990.75,219.99,23,wpml,0,0,1,0,0,0,8.2,oui,non,performance,56.2517
100685,273837,51.44,06:45,16:30,60.67,77.52,80.52,100.0,71.44,84.56,665.95,983.96,324.72,74,"elementor,yoast",0,1,0,1,0,0,8.0,non,oui,small,66.5446
73632,148421,34.59,09:30,22:30,47.71,71.18,64.16,85.08,85.43,96.25,387.92,544.4,271.27,56,elementor,0,1,0,0,0,0,8.3,non,oui,medium,58.1603
66203,366853,66.48,06:30,16:45,72.84,86.94,77.14,85.95,64.18,86.92,545.23,1303.19,173.53,26,,0,0,0,0,0,0,7.4,non,oui,performance,64.4365
140678,283343,21.62,11:45,23:45,48.47,60.73,61.9,82.33,60.18,64.47,445.02,1024.33,390.19,48,elementor,0,1,0,0,0,0,8.0,oui,non,small,56.4915
24194,50363,1.01,12:30,18:30,23.95,42.1,27.49,43.4,50.59,65.62,261.63,183.69,61.49,4,yoast,0,0,0,1,0,0,7.4,oui,non,performance,30.4668
85781,208689,5.45,06:30,19:45,36.97,62.49,42.65,60.8,55.83,66.34,229.93,789.5,217.93,13,yoast,0,0,0,1,0,0,8.3,oui,oui,medium,39.2474
81360,404842,23.0,09:30,18:00,46.48,76.31,49.55,65.63,30.83,45.67,374.37,1449.27,143.42,8,"woocommerce,yoast",1,0,0,1,0,0,8.0,oui,oui,medium,48.8285
71050,157082,8.12,10:45,22:45,23.48,45.79,26.1,45.67,67.58,76.5,289.09,571.52,137.87,1,woocommerce,1,0,0,0,0,0,8.3,oui,oui,small,27.8747
121150,351723,42.3,10:15,21:30,60.45,70.9,78.01,100.0,61.24,78.3,532.77,1259.81,354.77,64,woocommerce,1,0,0,0,0,0,8.1,oui,non,medium,67.0466
