visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_jetpack,heavy_plugin_buddypress,heavy_plugin_yoast,heavy_plugin_wordfence,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
90446,304692,40.47,09:00,19:30,43.55,53.69,74.6,95.27,41.38,45.18,2076.56,1093.16,1362.63,62,woocommerce,1,0,0,0,0,0,0,7.4,oui,oui,small,68.0845
4671,21863,37.93,12:15,20:30,26.22,43.59,41.8,70.82,51.02,62.87,166.35,142.13,169.89,54,wpml,0,0,1,0,0,0,0,8.3,oui,non,medium,68.127
52157,180820,30.31,06:30,15:00,30.95,49.01,48.32,61.74,37.29,43.4,1154.47,713.59,758.01,28,,0,0,0,0,0,0,0,8.2,oui,oui,small,35.244
65536,198863,55.7,12:00,19:15,29.36,54.4,67.68,82.76,96.0,98.16,1549.78,744.05,998.2,56,"elementor,jetpack",0,1,0,1,0,0,0,8.3,oui,non,small,53.9222
147412,719024,66.06,08:15,18:45,78.34,97.8,79.52,95.77,88.03,89.3,3608.63,2054.09,2071.39,38,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.1,oui,oui,performance,61.4499
32227,131231,68.73,12:30,20:00,12.03,44.21,48.49,100.0,25.08,39.42,769.01,565.65,531.76,34,yoast,0,0,0,0,0,1,0,8.1,oui,oui,medium,52.5198
41518,237503,5.87,06:45,23:00,24.79,48.49,53.78,68.05,46.08,63.82,1139.61,899.9,654.91,26,"wpml,buddypress",0,0,1,0,1,0,0,8.1,oui,oui,medium,38.6693
61309,328974,15.03,06:00,17:15,42.61,59.72,40.42,55.5,18.24,24.84,1509.87,1076.94,860.43,10,jetpack,0,0,0,1,0,0,0,8.3,non,oui,performance,68.2371
148901,863948,51.92,07:15,15:45,63.07,89.02,87.2,98.06,51.3,58.85,3590.76,2404.35,2094.36,49,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.3,non,non,medium,100.0
128018,673194,34.59,11:45,16:15,69.98,89.29,78.86,100.0,24.89,41.03,3050.16,1987.33,1844.43,34,yoast,0,0,0,0,0,1,0,8.3,non,oui,small,94.6796
5252,31823,58.53,12:00,15:45,15.54,45.18,54.24,63.57,50.17,70.02,216.65,194.41,194.17,63,"elementor,jetpack,buddypress,wordfence",0,1,0,1,1,0,1,8.1,oui,non,medium,88.5012
35129,71323,58.75,12:30,18:45,12.98,46.7,38.09,57.18,47.03,52.23,858.66,350.54,586.39,21,"elementor,jetpack",0,1,0,1,0,0,0,8.0,oui,non,small,42.3329
123260,566324,51.13,09:45,21:45,71.86,97.43,65.51,78.5,27.26,27.88,2943.03,1759.36,1671.75,6,"elementor,jetpack,buddypress,yoast",0,1,0,1,1,1,0,8.0,oui,non,medium,81.9747
8792,14390,3.38,08:30,17:45,22.8,51.08,41.1,51.51,67.29,73.65,176.43,107.75,253.35,62,elementor,0,1,0,0,0,0,0,8.2,oui,non,medium,38.1081
128358,493938,50.06,11:00,17:15,59.27,84.46,80.56,100.0,58.68,67.0,3148.51,1564.13,1774.14,21,"elementor,jetpack,wordfence",0,1,0,1,0,0,1,7.4,oui,non,performance,100.0
42243,243536,61.53,12:00,19:45,20.44,43.52,49.41,57.59,46.59,54.45,1049.02,897.68,737.94,68,wordfence,0,0,0,0,0,0,1,8.3,oui,non,small,47.2455
137652,694546,22.15,08:45,22:45,71.05,95.64,73.69,85.08,46.94,49.58,3284.69,2051.26,1996.78,41,"woocommerce,elementor,wpml",1,1,1,0,0,0,0,8.1,oui,non,performance,92.0347
44074,189056,26.89,12:15,16:15,24.02,41.31,57.62,73.28,50.66,69.65,1155.54,703.52,734.84,63,"jetpack,buddypress",0,0,0,1,1,0,0,8.2,oui,oui,small,26.1765
65176,317936,77.94,11:00,16:15,44.92,66.26,45.34,69.84,55.6,55.87,1646.63,1095.25,866.22,10,"woocommerce,wpml,jetpack,wordfence",1,0,1,1,0,0,1,8.1,non,non,small,100.0
99305,210370,21.44,07:15,23:15,50.98,100.0,76.33,89.49,63.25,73.5,2369.56,777.71,1511.89,66,,0,0,0,0,0,0,0,7.4,oui,oui,small,52.1271
18985,116439,71.14,10:45,19:15,24.52,47.78,58.59,68.26,49.05,49.83,468.15,545.75,435.32,65,"wpml,buddypress",0,0,1,0,1,0,0,8.0,non,non,performance,100.0
83577,194408,9.81,06:30,19:15,45.18,91.93,66.73,84.21,34.22,40.93,1950.75,734.65,1191.73,38,"elementor,jetpack",0,1,0,1,0,0,0,8.1,oui,oui,medium,40.3401
75777,157991,78.24,06:15,15:45,29.92,46.23,56.5,72.7,46.05,50.39,1860.28,643.34,1037.1,16,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,oui,oui,medium,43.4578
117596,228373,81.74,10:30,21:00,64.18,75.42,87.03,100.0,48.56,49.42,2737.69,826.29,1781.25,71,"elementor,jetpack,wordfence",0,1,0,1,0,0,1,8.3,oui,oui,small,39.2476
149417,920701,42.57,06:00,21:45,70.75,85.1,77.9,89.58,26.82,29.32,3657.84,2573.4,2028.34,8,"elementor,jetpack",0,1,0,1,0,0,0,7.4,oui,non,performance,100.0
99664,363030,17.08,06:15,22:00,62.12,94.86,61.73,88.82,53.82,55.94,2308.52,1250.24,1385.06,23,"elementor,buddypress",0,1,0,0,1,0,0,8.2,non,non,medium,100.0
61407,247178,37.56,07:00,18:45,32.47,99.55,47.66,77.74,42.27,59.59,1433.93,950.71,918.1,21,jetpack,0,0,0,1,0,0,0,8.1,oui,non,small,50.0754
60988,195700,61.39,12:45,15:15,25.3,43.13,39.58,100.0,15.62,34.84,1621.73,734.46,835.3,1,"woocommerce,jetpack",1,0,0,1,0,0,0,8.3,oui,oui,small,41.2407
62723,84335,33.83,12:45,19:45,46.99,62.68,56.15,87.53,52.74,60.91,1519.46,398.62,1006.9,66,"woocommerce,elementor,yoast",1,1,0,0,0,1,0,8.3,oui,oui,medium,40.2766
122113,189679,10.56,11:30,18:15,54.3,67.79,70.89,88.72,56.93,83.22,2926.46,739.8,1776.78,50,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.1,oui,oui,small,38.231
48216,61886,63.59,07:45,23:30,23.12,36.12,57.39,66.54,29.79,51.53,1226.06,318.06,799.09,61,,0,0,0,0,0,0,0,8.1,non,non,medium,100.0
25087,101769,23.18,06:00,16:45,30.45,69.54,44.4,68.54,61.49,72.83,629.5,439.83,389.5,28,"elementor,jetpack",0,1,0,1,0,0,0,8.3,oui,non,small,43.8929
50177,111667,20.35,09:00,17:45,35.05,46.08,44.53,75.59,43.96,47.74,1306.11,512.44,803.76,50,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.1,oui,oui,medium,37.832
3455,11509,25.01,10:45,17:45,22.72,35.93,16.82,36.28,38.52,44.47,40.0,104.38,70.56,7,,0,0,0,0,0,0,0,8.2,oui,oui,small,25.2272
15966,58111,53.72,09:45,22:45,23.56,35.68,60.21,90.33,45.53,63.54,450.52,293.88,407.47,75,jetpack,0,0,0,1,0,0,0,8.0,oui,non,small,54.7823
13552,54515,34.65,06:30,20:45,18.84,35.69,45.62,97.2,55.22,91.01,200.02,257.72,289.29,39,"jetpack,yoast",0,0,0,1,0,1,0,8.1,oui,oui,small,43.1585
115745,686584,65.99,09:30,23:45,47.17,57.92,51.46,61.55,35.49,62.96,2705.14,2022.55,1564.74,6,yoast,0,0,0,0,0,1,0,8.2,oui,oui,small,30.4099
108368,154873,44.6,06:45,19:30,50.75,68.61,76.03,85.18,36.33,36.7,2687.35,678.0,1555.09,46,"woocommerce,elementor",1,1,0,0,0,0,0,7.4,oui,oui,medium,43.6974
104531,399247,12.35,09:30,23:30,50.91,61.67,70.39,82.3,36.01,52.52,2338.3,1332.4,1496.31,25,,0,0,0,0,0,0,0,8.2,non,non,small,95.0125
69308,131607,59.38,10:15,19:45,24.66,53.81,69.68,78.56,44.81,55.45,1771.76,546.57,1099.41,63,"elementor,wpml,jetpack",0,1,1,1,0,0,0,8.2,oui,non,small,55.3957
107573,657330,59.35,12:15,16:30,51.74,63.97,64.1,85.12,47.1,59.47,2499.86,1956.49,1489.34,20,"woocommerce,buddypress",1,0,0,0,1,0,0,8.0,oui,oui,small,35.5671
24232,146907,78.96,11:00,18:00,35.01,48.91,54.44,71.58,39.32,45.97,749.85,601.76,497.58,63,"elementor,jetpack,buddypress",0,1,0,1,1,0,0,8.1,oui,oui,medium,67.234
135099,262317,49.52,11:30,20:00,73.54,87.87,97.0,100.0,45.38,49.93,3128.44,926.04,2005.13,77,,0,0,0,0,0,0,0,8.1,non,oui,small,100.0
75182,136981,84.08,08:30,18:15,33.08,83.66,78.91,94.49,34.61,44.15,1734.0,594.37,1196.67,67,"elementor,jetpack",0,1,0,1,0,0,0,8.2,oui,non,small,83.9099
140711,250790,16.48,11:30,17:00,72.16,94.95,75.45,100.0,54.84,96.29,3386.07,900.58,1977.01,42,elementor,0,1,0,0,0,0,0,8.3,non,non,small,100.0
22889,39365,30.85,08:45,16:00,29.38,83.28,37.81,48.52,35.71,43.25,722.84,237.28,376.41,18,"woocommerce,wpml,jetpack",1,0,1,1,0,0,0,8.0,non,oui,performance,80.9243
74625,152079,55.54,07:00,17:00,32.78,62.09,43.98,100.0,44.24,46.11,1784.58,562.8,1089.98,26,jetpack,0,0,0,1,0,0,0,8.2,non,non,performance,100.0
104463,211553,6.5,08:45,21:00,54.36,75.68,84.63,100.0,48.44,51.7,2399.06,788.06,1554.1,61,,0,0,0,0,0,0,0,8.2,oui,non,small,34.7483
74369,153687,22.67,10:00,20:15,35.06,57.99,60.65,100.0,28.54,31.46,1745.4,610.84,1042.03,9,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,non,non,performance,92.0964
66951,133061,46.46,11:15,23:45,39.21,67.75,62.01,100.0,49.87,56.41,1401.29,568.39,1076.21,56,,0,0,0,0,0,0,0,8.1,oui,non,medium,62.5822
24973,79987,83.0,07:00,21:30,20.9,36.88,42.18,83.61,53.41,54.6,675.24,347.77,436.34,39,"woocommerce,buddypress,yoast",1,0,0,0,1,1,0,8.3,non,non,performance,100.0
57184,145570,82.42,11:00,21:15,15.19,42.16,46.91,58.24,37.26,41.35,1334.05,619.09,785.66,11,,0,0,0,0,0,0,0,8.0,non,non,medium,100.0
35853,122277,32.02,12:00,15:45,18.12,36.48,59.64,77.48,59.43,88.48,820.72,469.33,609.91,50,wordfence,0,0,0,0,0,0,1,8.2,non,non,medium,100.0
45262,268713,21.87,10:45,20:30,28.93,61.18,49.54,58.04,32.98,45.32,1013.15,965.69,667.27,28,"jetpack,wordfence",0,0,0,1,0,0,1,8.3,oui,oui,small,39.8771
102571,314423,59.4,06:00,21:30,53.99,83.46,76.64,100.0,45.89,53.39,2510.76,1120.05,1491.51,51,woocommerce,1,0,0,0,0,0,0,8.1,oui,oui,medium,62.7671
94561,257046,77.58,08:00,21:00,55.37,80.47,81.88,100.0,65.69,68.69,2232.97,931.66,1416.23,55,buddypress,0,0,0,0,1,0,0,8.1,non,oui,small,98.1524
91099,550791,34.45,12:45,22:15,37.1,47.21,76.74,100.0,89.47,90.66,2102.05,1732.87,1381.93,72,jetpack,0,0,0,1,0,0,0,8.3,non,oui,medium,82.4551
54304,157727,56.56,06:30,21:15,33.87,49.33,65.9,100.0,74.12,82.71,1205.04,613.92,841.64,44,"elementor,yoast",0,1,0,0,0,1,0,8.1,oui,oui,small,29.1528
143956,265833,5.69,06:45,19:15,67.52,90.36,78.02,86.87,45.18,49.73,3635.81,964.88,1987.68,15,woocommerce,1,0,0,0,0,0,0,8.0,oui,oui,small,36.5465
13193,59112,2.79,09:45,19:15,33.28,69.39,55.88,65.09,74.03,81.19,376.11,277.62,378.68,77,,0,0,0,0,0,0,0,8.3,non,oui,performance,72.8085
51421,138503,8.2,12:30,20:00,35.75,100.0,40.51,67.36,10.74,17.16,1250.11,574.57,690.23,6,,0,0,0,0,0,0,0,8.2,oui,non,performance,41.7604
17745,70195,39.86,07:00,19:45,30.15,57.07,52.84,71.79,31.48,34.7,512.43,355.3,375.27,51,"elementor,jetpack,yoast",0,1,0,1,0,1,0,8.3,oui,non,medium,62.6785
50874,268122,21.54,06:30,21:45,26.3,48.36,53.68,79.44,65.82,71.84,1253.34,999.23,787.4,39,"woocommerce,jetpack,wordfence",1,0,0,1,0,0,1,8.2,oui,non,performance,73.3058
144287,605647,49.98,08:15,19:00,92.0,100.0,63.41,82.27,15.28,15.7,3594.66,1841.1,1972.93,5,"woocommerce,elementor,wordfence",1,1,0,0,0,0,1,8.3,oui,oui,performance,44.1952
54971,301596,42.96,12:15,16:45,28.87,44.91,72.03,100.0,47.73,56.43,1310.5,1047.91,909.22,76,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,non,non,small,100.0
136292,412544,74.65,12:45,19:30,74.38,87.85,97.0,100.0,38.19,45.66,3340.03,1355.18,2014.06,72,"buddypress,wordfence",0,0,0,0,1,0,1,8.2,oui,oui,small,44.6483
74285,155552,52.34,11:45,17:30,25.22,37.69,69.42,81.69,46.73,50.33,1883.73,642.87,1174.91,67,"elementor,jetpack",0,1,0,1,0,0,0,8.1,oui,oui,medium,49.1858
104971,345536,50.01,10:30,18:15,51.7,80.22,75.06,87.84,30.99,42.0,2456.89,1170.33,1547.03,50,woocommerce,1,0,0,0,0,0,0,8.0,oui,oui,performance,60.5974
68640,232224,32.89,08:45,17:30,38.18,55.51,54.93,98.39,34.33,39.85,1548.1,857.35,1010.52,32,jetpack,0,0,0,1,0,0,0,7.4,oui,oui,small,40.8704
39917,199370,35.18,06:15,22:30,24.53,60.89,46.1,59.61,32.92,44.68,949.27,748.52,612.2,34,,0,0,0,0,0,0,0,8.1,oui,oui,small,29.4396
114646,554915,24.19,07:45,16:00,48.22,75.25,88.2,100.0,43.8,50.0,2855.57,1695.71,1705.53,72,"woocommerce,jetpack,yoast",1,0,0,1,0,1,0,8.1,non,non,performance,100.0
145378,412824,30.29,06:15,20:15,67.34,87.59,89.7,100.0,40.23,42.22,3506.64,1352.03,2071.7,54,woocommerce,1,0,0,0,0,0,0,8.2,oui,oui,performance,62.3651
39565,242352,71.75,07:15,18:30,17.03,42.28,41.4,58.36,34.42,36.23,1204.25,919.09,608.48,16,"elementor,wpml,jetpack,yoast,wordfence",0,1,1,1,0,1,1,7.4,non,oui,medium,100.0
116824,310824,37.52,08:30,22:00,57.12,74.62,87.13,100.0,51.22,53.81,3013.92,1047.5,1722.02,48,"elementor,wpml,buddypress,wordfence",0,1,1,0,1,0,1,8.2,oui,non,performance,73.3941
39208,254117,17.65,10:30,17:00,21.19,32.23,33.04,44.43,12.77,15.78,996.82,979.75,534.63,1,"woocommerce,jetpack,yoast",1,0,0,1,0,1,0,7.4,oui,oui,small,38.6984
107548,147697,2.3,12:00,17:45,41.34,63.36,75.61,94.09,77.97,79.39,2509.39,601.37,1508.15,30,woocommerce,1,0,0,0,0,0,0,8.1,oui,non,performance,89.3937
118362,564684,6.01,06:15,15:15,70.24,89.58,90.24,99.6,40.72,41.99,2728.81,1734.83,1737.39,46,"woocommerce,elementor",1,1,0,0,0,0,0,8.1,oui,non,medium,84.5804
67432,302575,51.74,10:15,23:45,44.47,55.1,41.99,83.78,37.28,56.87,1660.38,1052.57,921.52,6,"woocommerce,jetpack",1,0,0,1,0,0,0,8.1,oui,non,small,60.5808
110551,475383,16.54,10:00,20:00,56.0,100.0,82.03,95.05,35.01,40.7,2799.71,1550.36,1685.42,66,yoast,0,0,0,0,0,1,0,8.3,non,oui,medium,90.1189
40872,217824,67.52,09:00,20:30,30.77,44.41,39.06,50.99,25.61,27.41,991.85,813.54,617.6,22,jetpack,0,0,0,1,0,0,0,8.2,non,oui,performance,84.4912
11934,51693,28.56,10:45,15:00,17.34,31.56,52.27,74.79,36.19,43.74,382.87,283.39,387.7,77,jetpack,0,0,0,1,0,0,0,8.3,oui,oui,performance,48.849
14503,64285,10.41,07:15,17:15,23.05,47.57,22.47,41.6,30.81,43.72,438.57,304.22,242.22,23,"woocommerce,jetpack,yoast",1,0,0,1,0,1,0,8.2,non,oui,small,63.6773
67081,392423,35.03,08:45,20:15,36.66,61.44,58.27,72.73,54.2,58.18,1651.59,1342.35,971.63,28,"elementor,buddypress",0,1,0,0,1,0,0,8.2,non,oui,small,88.5103
135396,296481,25.32,11:30,23:30,69.64,91.75,80.04,94.89,26.89,29.51,3521.98,1017.31,1866.55,26,"woocommerce,elementor,wpml,buddypress,yoast",1,1,1,0,1,1,0,8.2,oui,non,small,49.2497
19180,77010,70.85,11:00,22:15,27.06,39.02,47.56,86.89,44.56,45.97,514.17,375.77,393.1,39,"woocommerce,elementor,wpml,jetpack,wordfence",1,1,1,1,0,0,1,7.4,non,non,small,100.0
68394,340201,81.25,08:15,22:30,39.11,49.65,70.79,97.88,60.53,64.17,1843.68,1137.56,1074.72,61,"woocommerce,wpml,jetpack,yoast",1,0,1,1,0,1,0,8.0,oui,oui,performance,69.7443
105620,299089,0.41,07:45,17:15,41.82,64.61,59.71,77.88,39.33,43.82,2503.68,1054.2,1468.4,13,"elementor,wpml",0,1,1,0,0,0,0,8.1,oui,non,medium,44.0688
30394,71829,84.79,10:45,19:15,23.99,38.37,66.42,91.61,31.54,36.19,677.71,337.88,588.54,63,,0,0,0,0,0,0,0,8.0,oui,oui,small,36.8553
108257,203867,71.86,07:45,15:30,54.14,81.55,68.07,94.62,20.69,27.32,2536.67,772.5,1467.92,6,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.2,oui,non,small,73.2532
45928,119056,22.74,08:15,22:45,19.81,81.23,44.81,80.23,18.15,25.88,1157.74,481.18,621.27,4,elementor,0,1,0,0,0,0,0,8.3,oui,non,medium,25.5437
121309,573817,0.88,09:00,19:30,57.21,69.44,70.49,94.18,47.32,47.83,2707.98,1808.89,1687.86,16,wpml,0,0,1,0,0,0,0,8.2,oui,non,small,54.5793
86904,387532,24.52,10:15,17:30,35.79,55.4,71.49,83.21,35.16,55.88,2168.27,1273.6,1311.23,50,"woocommerce,buddypress,yoast,wordfence",1,0,0,0,1,1,1,8.2,oui,non,performance,73.0096
82059,173168,69.24,10:15,19:00,41.35,82.61,84.35,100.0,39.3,41.74,1908.3,693.73,1299.55,78,jetpack,0,0,0,1,0,0,0,8.1,oui,oui,medium,72.7427
26557,100999,83.7,07:30,15:30,16.72,34.4,36.55,69.12,17.64,28.42,838.65,451.89,359.53,8,"woocommerce,wordfence",1,0,0,0,0,0,1,8.2,oui,oui,small,34.5522
69508,162160,43.4,10:00,21:15,31.64,53.87,45.95,65.63,58.27,59.05,1680.24,660.61,968.5,4,"buddypress,wordfence",0,0,0,0,1,0,1,8.2,non,oui,medium,63.2752
128500,791644,45.28,09:00,15:30,65.29,90.68,61.79,78.49,39.9,61.96,2966.23,2248.67,1753.48,20,"buddypress,wordfence",0,0,0,0,1,0,1,8.0,non,oui,medium,100.0
2977,14997,25.9,10:30,15:00,14.65,32.52,21.8,43.42,24.54,26.29,341.32,104.97,120.69,27,"jetpack,wordfence",0,0,0,1,0,0,1,8.1,oui,oui,performance,32.3829
113790,241080,65.91,09:00,20:30,45.11,66.41,85.79,100.0,64.8,100.0,2807.43,904.27,1671.66,77,"woocommerce,wpml,jetpack,wordfence",1,0,1,1,0,0,1,8.3,non,oui,small,99.7337
73940,202261,78.53,06:00,15:00,39.07,52.52,62.62,72.45,56.27,57.58,1868.36,714.75,1101.62,37,wpml,0,0,1,0,0,0,0,8.1,non,oui,medium,100.0
107934,617525,20.76,12:00,20:15,65.57,82.03,69.31,95.39,24.34,30.82,2761.62,1826.6,1514.09,31,"elementor,buddypress",0,1,0,0,1,0,0,8.3,oui,oui,performance,51.4923
99512,413248,75.47,11:00,18:45,48.43,74.98,69.23,89.07,30.57,64.08,2433.22,1299.99,1379.93,15,,0,0,0,0,0,0,0,8.2,oui,oui,small,35.6433
64842,200138,36.44,12:30,18:00,34.82,56.42,60.8,88.94,70.72,78.96,1507.9,770.03,1058.37,75,"elementor,yoast",0,1,0,0,0,1,0,7.4,non,non,small,100.0
46334,202555,67.61,09:15,15:30,37.2,65.55,61.83,76.83,59.77,86.09,1015.73,736.61,819.12,75,"elementor,jetpack",0,1,0,1,0,0,0,8.3,non,non,small,100.0
94115,307215,83.35,07:30,23:30,53.46,71.64,74.7,100.0,43.02,66.68,2440.28,1050.43,1416.06,64,"woocommerce,elementor,yoast,wordfence",1,1,0,0,0,1,1,7.4,oui,non,small,96.4425
21076,127100,27.68,08:30,15:45,24.71,36.42,44.75,59.66,58.03,58.32,472.86,545.48,449.1,62,jetpack,0,0,0,1,0,0,0,8.3,non,non,performance,100.0
87636,510897,75.13,07:15,17:00,41.18,52.04,71.67,83.59,58.76,96.67,1935.89,1597.25,1352.28,69,"elementor,jetpack,wordfence",0,1,0,1,0,0,1,8.2,non,non,medium,100.0
14249,29211,48.52,09:00,19:15,6.19,18.44,48.08,58.78,47.23,57.02,440.66,175.68,347.5,38,"woocommerce,elementor",1,1,0,0,0,0,0,8.1,oui,oui,small,32.5916
97495,467047,50.55,10:15,16:30,64.13,78.67,63.56,75.95,28.83,39.97,2029.98,1474.92,1349.12,33,,0,0,0,0,0,0,0,8.1,oui,non,performance,97.0482
94330,531947,82.44,12:00,18:15,55.37,82.75,51.7,61.67,42.82,62.76,2240.65,1693.91,1246.33,1,"elementor,jetpack",0,1,0,1,0,0,0,8.2,non,oui,small,70.5116
12712,29486,72.6,06:00,16:45,19.1,33.09,45.05,59.58,48.6,66.64,268.48,181.96,398.38,76,"elementor,buddypress",0,1,0,0,1,0,0,7.4,oui,non,medium,83.6527
113636,661248,54.74,06:45,22:15,65.25,78.09,91.9,100.0,49.45,59.15,2753.38,1939.07,1671.63,55,jetpack,0,0,0,1,0,0,0,8.3,oui,oui,small,43.2445
62400,213636,77.02,11:00,23:30,35.06,47.41,55.82,73.01,33.62,83.24,1541.11,833.68,877.58,11,wpml,0,0,1,0,0,0,0,8.0,oui,oui,small,38.8764
118044,334177,40.88,07:00,15:15,68.08,84.73,49.12,66.31,33.21,46.76,2881.28,1115.06,1574.2,5,buddypress,0,0,0,0,1,0,0,8.0,non,oui,medium,80.4929
6290,40353,11.25,06:00,17:45,11.51,33.18,33.21,45.68,30.84,34.37,182.6,187.67,149.44,40,"elementor,buddypress",0,1,0,0,1,0,0,8.2,oui,oui,medium,33.2882
26959,130654,6.35,11:30,15:45,20.66,40.66,42.92,78.34,40.33,60.26,567.18,562.83,444.0,29,"elementor,jetpack",0,1,0,1,0,0,0,8.1,oui,oui,small,46.5517
74124,203076,3.2,07:00,18:00,30.84,47.01,66.51,100.0,69.83,74.04,1787.26,803.64,1102.72,50,"jetpack,wordfence",0,0,0,1,0,0,1,8.3,oui,oui,performance,49.5756
28274,113304,75.42,08:15,19:15,32.81,44.64,35.1,52.26,47.1,63.1,668.33,446.99,494.06,28,woocommerce,1,0,0,0,0,0,0,8.1,oui,oui,small,32.5154
49513,228273,53.57,06:30,15:15,20.26,30.49,47.49,60.76,55.89,58.08,1177.1,834.96,748.45,34,elementor,0,1,0,0,0,0,0,8.2,oui,oui,small,37.3574
99107,492886,12.97,07:00,20:45,58.11,100.0,76.06,92.62,34.31,36.96,2364.46,1592.66,1478.65,58,woocommerce,1,0,0,0,0,0,0,8.3,non,oui,medium,80.0036
21721,50170,28.09,06:30,19:45,21.97,35.07,45.17,71.44,23.85,50.09,587.0,244.83,455.43,47,"elementor,wpml,wordfence",0,1,1,0,0,0,1,8.1,oui,non,performance,65.0705
101672,454268,23.71,06:30,18:15,55.34,78.61,69.19,100.0,45.54,79.37,2392.22,1489.07,1409.44,11,"elementor,buddypress",0,1,0,0,1,0,0,8.3,oui,oui,performance,50.2689
15555,88515,41.47,07:00,16:00,13.77,35.22,42.24,100.0,46.65,48.35,427.11,367.26,293.28,33,woocommerce,1,0,0,0,0,0,0,8.1,oui,non,medium,47.4102
26319,143685,58.08,12:30,22:00,33.96,44.68,59.71,72.45,78.4,93.91,689.7,568.97,550.45,73,"elementor,jetpack,yoast",0,1,0,1,0,1,0,8.2,oui,non,performance,80.1886
88167,243310,64.2,06:30,19:45,48.74,67.18,56.28,69.55,58.15,66.97,2089.18,862.05,1223.32,19,"woocommerce,elementor,wordfence",1,1,0,0,0,0,1,8.1,oui,non,small,58.5346
119033,754909,15.13,10:00,21:45,72.0,84.65,78.03,89.4,27.49,63.32,2887.62,2192.86,1702.58,39,,0,0,0,0,0,0,0,8.2,oui,oui,small,51.812
25630,32466,12.4,10:15,18:00,14.06,34.46,33.19,44.28,21.35,27.43,634.9,191.0,377.06,5,"jetpack,buddypress",0,0,0,1,1,0,0,8.2,oui,non,performance,27.5146
45034,239976,25.22,11:30,23:15,35.06,48.88,55.27,100.0,31.19,33.8,1042.24,863.41,677.36,32,wpml,0,0,1,0,0,0,0,8.3,oui,non,medium,45.3621
138772,399759,19.84,10:15,15:45,60.89,75.51,67.89,80.67,64.98,81.16,3450.73,1355.36,1889.55,6,wordfence,0,0,0,0,0,0,1,8.1,oui,non,performance,64.0184
148454,918690,80.46,07:15,21:45,76.57,90.19,77.77,93.09,35.64,67.99,3568.48,2539.8,2010.23,10,,0,0,0,0,0,0,0,8.2,oui,oui,small,51.0809
87180,502470,66.65,12:00,19:15,48.23,61.18,54.42,68.61,21.86,26.7,2027.03,1580.43,1224.22,15,"wpml,jetpack",0,0,1,1,0,0,0,8.0,non,non,performance,100.0
67083,393787,72.79,12:15,22:45,47.75,69.26,66.32,76.78,56.81,98.24,1533.34,1320.71,1051.7,68,,0,0,0,0,0,0,0,8.3,oui,oui,small,47.9108
52063,131974,0.4,10:45,20:00,19.22,35.73,58.67,98.81,52.84,69.39,1189.24,559.49,897.89,70,jetpack,0,0,0,1,0,0,0,7.4,oui,oui,small,33.1028
91887,498119,79.03,07:30,17:30,60.87,79.4,67.8,96.58,67.23,80.08,2123.67,1603.78,1309.97,41,buddypress,0,0,0,0,1,0,0,8.1,oui,non,medium,84.6287
88658,262699,38.04,12:00,17:30,53.76,83.14,52.09,61.28,38.36,42.69,1968.72,982.83,1201.19,17,elementor,0,1,0,0,0,0,0,8.3,oui,non,medium,35.0233
44248,157974,40.98,06:00,23:30,32.19,48.28,50.26,63.45,60.84,63.22,1071.92,606.33,672.81,35,"jetpack,buddypress",0,0,0,1,1,0,0,8.0,oui,oui,medium,32.6112
3469,20789,23.87,10:00,18:30,8.57,22.76,20.28,29.8,51.78,52.84,242.03,109.0,73.65,22,"buddypress,wordfence",0,0,0,0,1,0,1,8.1,non,oui,small,54.6276
22767,114253,19.37,06:45,21:45,7.64,25.04,39.65,52.4,49.94,58.05,486.02,449.79,347.91,16,"elementor,wordfence",0,1,0,0,0,0,1,8.2,oui,oui,small,46.139
143786,660697,16.65,09:15,18:30,82.23,100.0,97.0,100.0,53.4,58.84,3379.23,1981.54,2109.59,70,wordfence,0,0,0,0,0,0,1,8.2,oui,non,medium,65.3727
62752,118197,3.85,12:00,23:15,38.15,49.29,62.0,72.53,65.03,73.65,1506.26,517.09,968.94,50,"woocommerce,elementor,buddypress,wordfence",1,1,0,0,1,0,1,8.2,non,oui,small,59.7809
72371,293312,11.0,07:15,20:30,43.13,65.21,42.82,68.14,69.06,100.0,1885.8,1039.41,1033.59,30,"woocommerce,elementor,jetpack,buddypress",1,1,0,1,1,0,0,8.0,oui,oui,performance,47.6098
